ОТЧЕТ О СЛОВОФОРМАХ С НЕСКОЛЬКИМИ ВАРИАНТАМИ УДАРЕНИЙ
=========================================================

№1    | Инфинитив: adaptúoti           | Форма: "adaptuotume" (Mes     ) | Варианты: adaptuotumè / adaptúotume
№2890 | Инфинитив: paliùdyti           | Форма: "paliudyciau" (Aš      ) | Варианты: paliudyčiaũ / paliùdyčiau
№2891 | Инфинитив: palūkė́ti            | Форма: "palukeciau" (Aš      ) | Варианты: palūkėčiaũ / palūkė́čiau
№2892 | Инфинитив: palū́žti             | Форма: "paluztu" (Jis/ji  ) | Варианты: palūžtų̃ / palū́žtų
№2893 | Инфинитив: palydė́ti            | Форма: "palydeciau" (Aš      ) | Варианты: palydėčiaũ / palydė́čiau
№2894 | Инфинитив: palýginti           | Форма: "palyginciau" (Aš      ) | Варианты: palyginčiaũ / palýginčiau
№2895 | Инфинитив: palỹti              | Форма: "palyciau" (Aš      ) | Варианты: palyčiaũ / palýčiau
№2896 | Инфинитив: palỹti              | Форма: "palytu" (Jis/ji  ) | Варианты: palytų̃ / palýtų
№2897 | Инфинитив: pamaitìnti          | Форма: "pamaitinciau" (Aš      ) | Варианты: pamaitinčiaũ / pamaitìnčiau
№2898 | Инфинитив: pamalõninti         | Форма: "pamaloninciau" (Aš      ) | Варианты: pamaloninčiaũ / pamalõninčiau
№2899 | Инфинитив: pamanýti            | Форма: "pamanyciau" (Aš      ) | Варианты: pamanyčiaũ / pamanýčiau
№2900 | Инфинитив: pamąstýti           | Форма: "pamastyciau" (Aš      ) | Варианты: pamąstyčiaũ / pamąstýčiau
№2901 | Инфинитив: pamąstýti           | Форма: "pamastytume" (Mes     ) | Варианты: pamąstytumè / pamąstýtume
№2902 | Инфинитив: pamatýti            | Форма: "pamatyciau" (Aš      ) | Варианты: pamatyčiaũ / pamatýčiau
№2903 | Инфинитив: pamėgìnti           | Форма: "pameginciau" (Aš      ) | Варианты: pamėginčiaũ / pamėgìnčiau
№2904 | Инфинитив: pamėgìnti           | Форма: "pamegintume" (Mes     ) | Варианты: pamėgintumè / pamėgìntume
№2905 | Инфинитив: pamė́gti             | Форма: "pamegtu" (Jis/ji  ) | Варианты: pamėgtų̃ / pamė́gtų
№2906 | Инфинитив: pamelúoti           | Форма: "pameluociau" (Aš      ) | Варианты: pameluočiaũ / pamelúočiau
№2907 | Инфинитив: pamer̃kti            | Форма: "pamerke" (Jis/ji  ) | Варианты: pamérkė / pàmerkė
№2908 | Инфинитив: pamer̃kti            | Форма: "pamerkeme" (Mes     ) | Варианты: pamérkėme / pàmerkėme
№2909 | Инфинитив: pamer̃kti            | Форма: "pamerkciau" (Aš      ) | Варианты: pamerkčiaũ / pamer̃kčiau
№2910 | Инфинитив: pamer̃kti            | Форма: "pamerktu" (Jis/ji  ) | Варианты: pamerktų̃ / pamer̃ktų
№2911 | Инфинитив: pamèsti             | Форма: "pamesciau" (Aš      ) | Варианты: pamesčiaũ / pamèsčiau
№2912 | Инфинитив: pamèsti             | Форма: "pamestu" (Jis/ji  ) | Варианты: pamestų̃ / pamèstų
№2913 | Инфинитив: pamìlti             | Форма: "pamiltu" (Jis/ji  ) | Варианты: pamiltų̃ / pamìltų
№2914 | Инфинитив: paminė́ti            | Форма: "paminetume" (Mes     ) | Варианты: paminėtumè / paminė́tume
№2915 | Инфинитив: pamiñti             | Форма: "paminciau" (Aš      ) | Варианты: paminčiaũ / pamiñčiau
№2916 | Инфинитив: pamiñti             | Форма: "pamintu" (Jis/ji  ) | Варианты: pamintų̃ / pamiñtų
№2917 | Инфинитив: pamir̃šti            | Форма: "pamirstu" (Aš      ) | Варианты: pamìrštu / pamirštù
№2918 | Инфинитив: pamir̃šti            | Форма: "pamirsti" (Tu      ) | Варианты: pamir̃šti / pamirštì
№2919 | Инфинитив: pamir̃šti            | Форма: "pamirsta" (Jis/ji  ) | Варианты: pamìršta / pamir̃šta
№2920 | Инфинитив: pamir̃šti            | Форма: "pamirstame" (Mes     ) | Варианты: pamìrštame / pamir̃štame
№2921 | Инфинитив: pamir̃šti            | Форма: "pamirstate" (Jūs     ) | Варианты: pamìrštate / pamir̃štate
№2922 | Инфинитив: pamir̃šti            | Форма: "pamirstume" (Mes     ) | Варианты: pamirštumè / pamir̃štume
№2923 | Инфинитив: pamìšti             | Форма: "pamisime" (Mes     ) | Варианты: pamišimè / pamìšime
№2924 | Инфинитив: pamókyti            | Форма: "pamokyciau" (Aš      ) | Варианты: pamokyčiaũ / pamókyčiau
№2925 | Инфинитив: pamylė́ti            | Форма: "pamyleciau" (Aš      ) | Варианты: pamylėčiaũ / pamylė́čiau
№2926 | Инфинитив: pamylúoti           | Форма: "pamyluociau" (Aš      ) | Варианты: pamyluočiaũ / pamylúočiau
№2927 | Инфинитив: panaikìnti          | Форма: "panaikinciau" (Aš      ) | Варианты: panaikinčiaũ / panaikìnčiau
№2928 | Инфинитив: panaudóti           | Форма: "panaudociau" (Aš      ) | Варианты: panaudočiaũ / panaudóčiau
№2929 | Инфинитив: paneĩgti            | Форма: "paneigtu" (Jis/ji  ) | Варианты: paneigtų̃ / paneĩgtų
№2930 | Инфинитив: paner̃vinti          | Форма: "panervinu" (Aš      ) | Варианты: paner̃vinu / panèrvinu
№2931 | Инфинитив: paner̃vinti          | Форма: "panervini" (Tu      ) | Варианты: paner̃vini / panèrvini
№2932 | Инфинитив: paner̃vinti          | Форма: "panerviname" (Mes     ) | Варианты: paner̃viname / panèrviname
№2933 | Инфинитив: paner̃vinti          | Форма: "panervinate" (Jūs     ) | Варианты: paner̃vinate / panèrvinate
№2934 | Инфинитив: paner̃vinti          | Форма: "panervinau" (Aš      ) | Варианты: paner̃vinau / panèrvinau
№2935 | Инфинитив: paner̃vinti          | Форма: "panervinai" (Tu      ) | Варианты: paner̃vinai / panèrvinai
№2936 | Инфинитив: paner̃vinti          | Форма: "panervinome" (Mes     ) | Варианты: paner̃vinome / panèrvinome
№2937 | Инфинитив: paner̃vinti          | Форма: "panervinote" (Jūs     ) | Варианты: paner̃vinote / panèrvinote
№2938 | Инфинитив: paner̃vinti          | Форма: "panervinsiu" (Aš      ) | Варианты: paner̃vinsiu / panèrvinsiu
№2939 | Инфинитив: paner̃vinti          | Форма: "panervinsi" (Tu      ) | Варианты: paner̃vinsi / panèrvinsi
№2940 | Инфинитив: paner̃vinti          | Форма: "panervins" (Jis/ji  ) | Варианты: paner̃vins / panèrvins
№2941 | Инфинитив: paner̃vinti          | Форма: "panervinsime" (Mes     ) | Варианты: paner̃vinsime / panèrvinsime
№2942 | Инфинитив: paner̃vinti          | Форма: "panervinsite" (Jūs     ) | Варианты: paner̃vinsite / panèrvinsite
№2943 | Инфинитив: paner̃vinti          | Форма: "panervinciau" (Aš      ) | Варианты: paner̃vinčiau / panèrvinčiau
№2944 | Инфинитив: paner̃vinti          | Форма: "panervintum" (Tu      ) | Варианты: paner̃vintum / panèrvintum
№2945 | Инфинитив: paner̃vinti          | Форма: "panervintu" (Jis/ji  ) | Варианты: paner̃vintų / panèrvintų
№2946 | Инфинитив: paner̃vinti          | Форма: "panervintute" (Jūs     ) | Варианты: paner̃vintute / panèrvintute
№2947 | Инфинитив: paner̃vinti          | Форма: "panervink" (Tu      ) | Варианты: paner̃vink / panèrvink
№2948 | Инфинитив: paner̃vinti          | Форма: "panervinkite" (Jūs     ) | Варианты: paner̃vinkite / panèrvinkite
№2949 | Инфинитив: paner̃vinti          | Форма: "panervindavau" (Aš      ) | Варианты: paner̃vindavau / panèrvindavau
№2950 | Инфинитив: paner̃vinti          | Форма: "panervindavai" (Tu      ) | Варианты: paner̃vindavai / panèrvindavai
№2951 | Инфинитив: paner̃vinti          | Форма: "panervindavo" (Jis/ji  ) | Варианты: paner̃vindavo / panèrvindavo
№2952 | Инфинитив: paner̃vinti          | Форма: "panervindavome" (Mes     ) | Варианты: paner̃vindavome / panèrvindavome
№2953 | Инфинитив: paner̃vinti          | Форма: "panervindavote" (Jūs     ) | Варианты: paner̃vindavote / panèrvindavote
№2954 | Инфинитив: panešėti             | Форма: "panesime" (Mes     ) | Варианты: panešimè / panèšime
№2955 | Инфинитив: panèšti             | Форма: "panestu" (Jis/ji  ) | Варианты: paneštų̃ / panèštų
№2956 | Инфинитив: panìrti             | Форма: "panirtu" (Jis/ji  ) | Варианты: panirtų̃ / panìrtų
№2957 | Инфинитив: panorė́ti            | Форма: "panoreciau" (Aš      ) | Варианты: panorėčiaũ / panorė́čiau
№2958 | Инфинитив: panorė́ti            | Форма: "panoretume" (Mes     ) | Варианты: panorėtumè / panorė́tume
№2959 | Инфинитив: papãsakoti          | Форма: "papasakociau" (Aš      ) | Варианты: papasakočiaũ / papãsakočiau
№2960 | Инфинитив: papìldyti           | Форма: "papildyciau" (Aš      ) | Варианты: papildyčiaũ / papìldyčiau
№2961 | Инфинитив: papir̃kti            | Форма: "papirktu" (Jis/ji  ) | Варианты: papirktų̃ / papir̃ktų
№2962 | Инфинитив: papjáuti            | Форма: "papjauciau" (Aš      ) | Варианты: papjaučiaũ / papjáučiau
№2963 | Инфинитив: papjáuti            | Форма: "papjautu" (Jis/ji  ) | Варианты: papjautų̃ / papjáutų
№2964 | Инфинитив: paplìsti            | Форма: "paplistu" (Jis/ji  ) | Варианты: paplistų̃ / paplìstų
№2965 | Инфинитив: paplóti             | Форма: "paplotu" (Jis/ji  ) | Варианты: paplotų̃ / paplótų
№2966 | Инфинитив: paprašýti           | Форма: "paprasytume" (Mes     ) | Варианты: paprašytumè / paprašýtume
№2967 | Инфинитив: paprieštaráuti      | Форма: "papriestarauciau" (Aš      ) | Варианты: paprieštaraučiaũ / paprieštaráučiau
№2968 | Инфинитив: papuõšti            | Форма: "papuosime" (Mes     ) | Варианты: papuošimè / papuõšime
№2969 | Инфинитив: papuõšti            | Форма: "papuostu" (Jis/ji  ) | Варианты: papuoštų̃ / papuõštų
№2970 | Инфинитив: papuõšti            | Форма: "papuostume" (Mes     ) | Варианты: papuoštumè / papuõštume
№2971 | Инфинитив: papusryčiáuti       | Форма: "papusryciauju" (Aš      ) | Варианты: papùsryčiauju / papusryčiáuju / papùsryčiauju
№2972 | Инфинитив: papusryčiáuti       | Форма: "papusryciauji" (Tu      ) | Варианты: papusryčiáuji / papùsryčiauji
№2973 | Инфинитив: papusryčiáuti       | Форма: "papusryciauja" (Jis/ji  ) | Варианты: papùsryčiauja / papusryčiáuja / papùsryčiauja
№2974 | Инфинитив: papusryčiáuti       | Форма: "papusryciaujame" (Mes     ) | Варианты: papusryčiáujame / papùsryčiaujame
№2975 | Инфинитив: papusryčiáuti       | Форма: "papusryciaujate" (Jūs     ) | Варианты: papusryčiáujate / papùsryčiaujate
№2976 | Инфинитив: papusryčiáuti       | Форма: "papusryciavau" (Aš      ) | Варианты: papùsryčiavau / papusryčiavaũ / papùsryčiavau
№2977 | Инфинитив: papusryčiáuti       | Форма: "papusryciavai" (Tu      ) | Варианты: papùsryčiavai / papusryčiavaĩ / papùsryčiavai
№2978 | Инфинитив: papusryčiáuti       | Форма: "papusryciavo" (Jis/ji  ) | Варианты: papùsryčiavo / papusryčiãvo / papùsryčiavo
№2979 | Инфинитив: papusryčiáuti       | Форма: "papusryciavome" (Mes     ) | Варианты: papùsryčiavome / papusryčiãvome / papùsryčiavome
№2980 | Инфинитив: papusryčiáuti       | Форма: "papusryciavote" (Jūs     ) | Варианты: papùsryčiavote / papusryčiãvote / papùsryčiavote
№2981 | Инфинитив: papusryčiáuti       | Форма: "papusryciausiu" (Aš      ) | Варианты: papusryčiáusiu / papùsryčiausiu
№2982 | Инфинитив: papusryčiáuti       | Форма: "papusryciausi" (Tu      ) | Варианты: papùsryčiausi / papusryčiáusi / papùsryčiausi
№2983 | Инфинитив: papusryčiáuti       | Форма: "papusryciaus" (Jis/ji  ) | Варианты: papùsryčiaus / papusryčiaũs / papùsryčiaus
